,cust,monetary,recency,frequency,R,F,M,cluster,RFM_score,class
23700,M788258112,237230037.0,5.0,123.0,4,2,4,1.0,83.1075417130437,1
23701,M788339060,706610.0,5.0,22.0,4,1,1,3.0,50.766930271979845,3
23702,M788357663,964600.0,26.0,15.0,4,1,1,0.0,50.766930271979845,3
23703,M788432428,1010316.0,109.0,38.0,3,1,1,1.0,42.17795351465323,4
23704,M788434217,641237.0,68.0,20.0,3,1,1,2.0,42.17795351465323,4
23705,M788472425,278870.0,28.0,32.0,4,1,1,0.0,50.766930271979845,3
23706,M788499099,2136229.0,7.0,28.0,4,1,1,0.0,50.766930271979845,3
23707,M788516930,1717506.0,9.0,71.0,4,2,1,0.0,59.213159415457994,2
23708,M788633839,579990.0,218.0,25.0,2,1,1,0.0,33.58897675732661,4
23709,M788643223,1791986.0,29.0,34.0,4,1,1,0.0,50.766930271979845,3
23710,M788680851,3008220.0,3.0,85.0,4,2,1,2.0,59.213159415457994,2
23711,M788699575,2232520.0,10.0,93.0,4,2,1,0.0,59.213159415457994,2
23712,M788721223,19500.0,6.0,1.0,4,1,1,2.0,50.766930271979845,3
23714,M788792880,260895.0,4.0,26.0,4,1,1,0.0,50.766930271979845,3
23715,M788793225,675661.0,9.0,65.0,4,2,1,1.0,59.213159415457994,2
23716,M788851453,449350.0,78.0,6.0,3,1,1,0.0,42.17795351465323,4
23717,M788884354,155100.0,62.0,4.0,3,1,1,0.0,42.17795351465323,4
23718,M788923945,9784310.0,8.0,81.0,4,2,1,0.0,59.213159415457994,2
23719,M788926696,21660.0,54.0,2.0,3,1,1,0.0,42.17795351465323,4
23720,M788931539,218400.0,294.0,3.0,1,1,1,0.0,25.0,4
23722,M788936744,1409051.0,1.0,71.0,4,2,1,0.0,59.213159415457994,2
23724,M789016972,1626495.0,42.0,33.0,3,1,1,0.0,42.17795351465323,4
23725,M789043379,274860.0,9.0,21.0,4,1,1,0.0,50.766930271979845,3
23726,M789045742,6618066.0,2.0,229.0,4,3,1,0.0,67.65938855893616,1
23727,M789072366,1940834.0,45.0,36.0,3,1,1,0.0,42.17795351465323,4
23728,M789089756,2993404.0,3.0,90.0,4,2,1,0.0,59.213159415457994,2
23729,M789149017,2243700.0,56.0,19.0,3,1,1,0.0,42.17795351465323,4
23730,M789180942,313900.0,333.0,4.0,1,1,1,0.0,25.0,4
23732,M789218531,6512860.0,2.0,57.0,4,2,1,0.0,59.213159415457994,2
23733,M789257440,4754936.0,1.0,193.0,4,3,1,1.0,67.65938855893616,1
23734,M789259753,1933080.0,116.0,8.0,3,1,1,0.0,42.17795351465323,4
23735,M789375128,22148220.0,3.0,168.0,4,3,2,0.0,75.62418265813139,1
23736,M789384315,19800.0,84.0,2.0,3,1,1,0.0,42.17795351465323,4
23737,M789404870,7761487.0,4.0,185.0,4,3,1,0.0,67.65938855893616,1
23738,M789424841,519540.0,157.0,39.0,2,1,1,0.0,33.58897675732661,4
23739,M789444548,1607716.0,1.0,47.0,4,1,1,0.0,50.766930271979845,3
23740,M789491649,2867834.0,23.0,83.0,4,2,1,2.0,59.213159415457994,2
23741,M789496457,548860.0,2.0,27.0,4,1,1,0.0,50.766930271979845,3
23742,M789523435,447700.0,40.0,12.0,4,1,1,3.0,50.766930271979845,3
23743,M789525373,6215370.0,205.0,39.0,2,1,1,2.0,33.58897675732661,4
23744,M789555783,708900.0,3.0,54.0,4,2,1,0.0,59.213159415457994,2
23745,M789655188,16061200.0,21.0,47.0,4,1,2,3.0,58.731724371175076,2
23746,M789668634,28290.0,149.0,2.0,2,1,1,0.0,33.58897675732661,4
23747,M789684345,1269910.0,31.0,21.0,4,1,1,0.0,50.766930271979845,3
23748,M789710069,765580.0,10.0,46.0,4,1,1,2.0,50.766930271979845,3
23749,M789710943,1292810.0,3.0,28.0,4,1,1,0.0,50.766930271979845,3
23750,M789711107,1631830.0,23.0,47.0,4,1,1,0.0,50.766930271979845,3
23751,M789719562,472320.0,12.0,19.0,4,1,1,0.0,50.766930271979845,3
23753,M789724153,3700.0,139.0,1.0,2,1,1,1.0,33.58897675732661,4
23754,M789727358,3594120.0,1.0,89.0,4,2,1,0.0,59.213159415457994,2
23755,M789786249,8594091.0,3.0,176.0,4,3,1,0.0,67.65938855893616,1
23756,M789816468,3208506.0,7.0,59.0,4,2,1,0.0,59.213159415457994,2
23757,M789819558,776827.0,22.0,33.0,4,1,1,0.0,50.766930271979845,3
23758,M789850442,1813650.0,8.0,32.0,4,1,1,0.0,50.766930271979845,3
23759,M789870088,6047120.0,11.0,46.0,4,1,1,0.0,50.766930271979845,3
23760,M789918050,1696546.0,54.0,24.0,3,1,1,1.0,42.17795351465323,4
23761,M789931104,1933704.0,8.0,54.0,4,2,1,0.0,59.213159415457994,2
23762,M789995016,2628533.0,1.0,167.0,4,3,1,0.0,67.65938855893616,1
23763,M790014380,4593760.0,13.0,70.0,4,2,1,1.0,59.213159415457994,2
23764,M790081361,1516771.0,19.0,70.0,4,2,1,0.0,59.213159415457994,2
23765,M790165314,648616.0,5.0,46.0,4,1,1,0.0,50.766930271979845,3
23766,M790197827,2545859.0,10.0,19.0,4,1,1,0.0,50.766930271979845,3
23767,M790315312,1301153.0,3.0,94.0,4,2,1,0.0,59.213159415457994,2
23768,M790326493,528946.0,101.0,7.0,3,1,1,0.0,42.17795351465323,4
23769,M790339754,257770.0,13.0,21.0,4,1,1,1.0,50.766930271979845,3
23770,M790372926,1138850.0,7.0,28.0,4,1,1,0.0,50.766930271979845,3
23771,M790389301,110277010.0,2.0,200.0,4,3,3,3.0,83.58897675732662,1
23772,M790400239,1056332.0,60.0,26.0,3,1,1,0.0,42.17795351465323,4
23773,M790423320,224468.0,126.0,37.0,2,1,1,0.0,33.58897675732661,4
23774,M790437695,2311640.0,3.0,48.0,4,1,1,0.0,50.766930271979845,3
23775,M790446129,1020798.0,12.0,16.0,4,1,1,0.0,50.766930271979845,3
23776,M790452364,660590.0,17.0,21.0,4,1,1,0.0,50.766930271979845,3
23777,M790499441,1165010.0,243.0,26.0,1,1,1,0.0,25.0,4
23778,M790567793,1767720.0,37.0,38.0,4,1,1,0.0,50.766930271979845,3
23779,M790613950,461356.0,3.0,23.0,4,1,1,0.0,50.766930271979845,3
23780,M790620436,20500.0,264.0,2.0,1,1,1,0.0,25.0,4
23781,M790628867,3966644.0,1.0,125.0,4,2,1,0.0,59.213159415457994,2
23782,M790677139,4236919.0,4.0,135.0,4,3,1,0.0,67.65938855893616,1
23783,M790687096,288000.0,37.0,1.0,4,1,1,0.0,50.766930271979845,3
23784,M790724182,913190.0,1.0,39.0,4,1,1,0.0,50.766930271979845,3
23785,M790742993,425470.0,4.0,60.0,4,2,1,0.0,59.213159415457994,2
23786,M790769286,118500.0,69.0,4.0,3,1,1,0.0,42.17795351465323,4
23787,M790784644,3647416.0,3.0,95.0,4,2,1,1.0,59.213159415457994,2
23788,M790785597,1608960.0,43.0,33.0,3,1,1,0.0,42.17795351465323,4
23789,M790804525,1433000.0,41.0,8.0,3,1,1,1.0,42.17795351465323,4
23790,M790808439,10811150.0,3.0,189.0,4,3,1,0.0,67.65938855893616,1
23791,M790808488,13092992.0,6.0,90.0,4,2,1,0.0,59.213159415457994,2
23792,M790916491,1194270.0,13.0,28.0,4,1,1,0.0,50.766930271979845,3
23793,M791060951,1321537.0,9.0,33.0,4,1,1,2.0,50.766930271979845,3
23794,M791064161,531900.0,83.0,7.0,3,1,1,0.0,42.17795351465323,4
23795,M791064483,2648131.0,2.0,115.0,4,2,1,0.0,59.213159415457994,2
23796,M791069916,303600.0,20.0,7.0,4,1,1,3.0,50.766930271979845,3
23797,M791130214,1176990.0,8.0,52.0,4,2,1,1.0,59.213159415457994,2
23798,M791141880,3803220.0,9.0,88.0,4,2,1,1.0,59.213159415457994,2
23800,M791208500,1220920.0,66.0,31.0,3,1,1,0.0,42.17795351465323,4
23801,M791237922,193120.0,1.0,9.0,4,1,1,1.0,50.766930271979845,3
23802,M791247408,1350212.0,3.0,45.0,4,1,1,0.0,50.766930271979845,3
23803,M791272361,934495.0,28.0,26.0,4,1,1,1.0,50.766930271979845,3
23805,M791285609,1337810.0,31.0,28.0,4,1,1,1.0,50.766930271979845,3
23807,M791343327,123820.0,176.0,3.0,2,1,1,0.0,33.58897675732661,4
23808,M791426204,2501185.0,2.0,41.0,4,1,1,0.0,50.766930271979845,3
23809,M791482338,1980.0,93.0,1.0,3,1,1,3.0,42.17795351465323,4
23810,M791589232,1433310.0,17.0,37.0,4,1,1,2.0,50.766930271979845,3
23811,M791620397,9524170.0,1.0,24.0,4,1,1,1.0,50.766930271979845,3
23812,M791666190,153890.0,6.0,6.0,4,1,1,1.0,50.766930271979845,3
23813,M791671627,66400.0,305.0,1.0,1,1,1,1.0,25.0,4
23814,M791702904,522600.0,40.0,3.0,4,1,1,1.0,50.766930271979845,3
23816,M791712250,2007177.0,1.0,39.0,4,1,1,0.0,50.766930271979845,3
23817,M791730423,179400.0,304.0,1.0,1,1,1,1.0,25.0,4
23818,M791752165,1410960.0,25.0,20.0,4,1,1,0.0,50.766930271979845,3
23819,M791760565,38200.0,273.0,1.0,1,1,1,1.0,25.0,4
23821,M791818705,5708300.0,124.0,2.0,2,1,1,0.0,33.58897675732661,4
23822,M791919187,543200.0,8.0,81.0,4,2,1,0.0,59.213159415457994,2
23823,M791939864,1009058.0,2.0,36.0,4,1,1,0.0,50.766930271979845,3
23824,M791955170,3987150.0,30.0,39.0,4,1,1,0.0,50.766930271979845,3
23825,M791989589,47000.0,127.0,1.0,2,1,1,1.0,33.58897675732661,4
23826,M792078195,8638852.0,1.0,88.0,4,2,1,0.0,59.213159415457994,2
23827,M792090250,230990.0,7.0,20.0,4,1,1,2.0,50.766930271979845,3
23828,M792103919,734596.0,25.0,29.0,4,1,1,1.0,50.766930271979845,3
23829,M792133415,3026450.0,13.0,52.0,4,2,1,0.0,59.213159415457994,2
23830,M792207650,927176.0,7.0,18.0,4,1,1,0.0,50.766930271979845,3
23831,M792262667,4500.0,252.0,1.0,1,1,1,0.0,25.0,4
23832,M792272837,95400.0,36.0,6.0,4,1,1,0.0,50.766930271979845,3
23833,M792401096,707440.0,91.0,4.0,3,1,1,2.0,42.17795351465323,4
23834,M792401494,863850.0,18.0,21.0,4,1,1,0.0,50.766930271979845,3
23835,M792415610,3898019.0,5.0,105.0,4,2,1,0.0,59.213159415457994,2
23836,M792446029,17250960.0,12.0,88.0,4,2,2,0.0,67.17795351465323,1
23837,M792497447,319840.0,35.0,10.0,4,1,1,2.0,50.766930271979845,3
23838,M792513271,1624270.0,7.0,28.0,4,1,1,0.0,50.766930271979845,3
23841,M792691610,1967570.0,2.0,54.0,4,2,1,0.0,59.213159415457994,2
23842,M792799639,792900.0,42.0,6.0,3,1,1,0.0,42.17795351465323,4
23843,M792858379,596780.0,7.0,55.0,4,2,1,1.0,59.213159415457994,2
23844,M792895633,397600.0,204.0,7.0,2,1,1,1.0,33.58897675732661,4
23845,M792909131,3276020.0,16.0,90.0,4,2,1,3.0,59.213159415457994,2
23846,M792914672,587886.0,27.0,20.0,4,1,1,0.0,50.766930271979845,3
23847,M792932013,2056787.0,15.0,39.0,4,1,1,0.0,50.766930271979845,3
23849,M793003213,10544802.0,17.0,73.0,4,2,1,2.0,59.213159415457994,2
23850,M793173852,158200.0,263.0,9.0,1,1,1,0.0,25.0,4
23851,M793253581,568000.0,299.0,1.0,1,1,1,0.0,25.0,4
23852,M793254567,903500.0,152.0,19.0,2,1,1,0.0,33.58897675732661,4
23853,M793268762,220960.0,2.0,29.0,4,1,1,1.0,50.766930271979845,3
23854,M793271405,1569628.0,3.0,77.0,4,2,1,0.0,59.213159415457994,2
23855,M793382770,999500.0,14.0,14.0,4,1,1,0.0,50.766930271979845,3
23856,M793449025,18070.0,88.0,1.0,3,1,1,1.0,42.17795351465323,4
23857,M793486859,829810.0,36.0,19.0,4,1,1,0.0,50.766930271979845,3
23858,M793506612,191032.0,14.0,2.0,4,1,1,0.0,50.766930271979845,3
23859,M793519875,347670.0,292.0,6.0,1,1,1,0.0,25.0,4
23861,M793609390,1400.0,285.0,1.0,1,1,1,3.0,25.0,4
23862,M793618387,3392376.0,5.0,48.0,4,1,1,3.0,50.766930271979845,3
23863,M793633060,3324233.0,9.0,53.0,4,2,1,0.0,59.213159415457994,2
23864,M793664361,863470.0,3.0,76.0,4,2,1,0.0,59.213159415457994,2
23865,M793714172,49900.0,105.0,1.0,3,1,1,2.0,42.17795351465323,4
23866,M793717107,1309100.0,6.0,36.0,4,1,1,0.0,50.766930271979845,3
23867,M793773333,2044658.0,11.0,72.0,4,2,1,0.0,59.213159415457994,2
23868,M793773787,1727642.0,4.0,36.0,4,1,1,0.0,50.766930271979845,3
23869,M793781356,19290240.0,29.0,5.0,4,1,2,2.0,58.731724371175076,2
23870,M793789562,8530142.0,3.0,94.0,4,2,1,0.0,59.213159415457994,2
23871,M793824375,2329059.0,3.0,78.0,4,2,1,0.0,59.213159415457994,2
23872,M793841656,3117840.0,71.0,96.0,3,2,1,0.0,50.62418265813138,3
23873,M793873367,6358330.0,2.0,115.0,4,2,1,0.0,59.213159415457994,2
23874,M793911213,1653300.0,47.0,23.0,3,1,1,0.0,42.17795351465323,4
23875,M793953321,7506138.0,1.0,128.0,4,2,1,2.0,59.213159415457994,2
23876,M793984808,59522980.0,6.0,117.0,4,2,2,0.0,67.17795351465323,1
23878,M794007760,614775.0,3.0,94.0,4,2,1,0.0,59.213159415457994,2
23879,M794066411,2587240.0,69.0,21.0,3,1,1,1.0,42.17795351465323,4
23880,M794184492,449760.0,76.0,23.0,3,1,1,0.0,42.17795351465323,4
23881,M794215820,251210.0,21.0,25.0,4,1,1,0.0,50.766930271979845,3
23882,M794320727,2274851.0,8.0,100.0,4,2,1,1.0,59.213159415457994,2
23884,M794454765,3473300.0,7.0,19.0,4,1,1,1.0,50.766930271979845,3
23885,M794487000,29000.0,329.0,1.0,1,1,1,2.0,25.0,4
23886,M794494887,235000.0,28.0,1.0,4,1,1,0.0,50.766930271979845,3
23887,M794499404,253540.0,161.0,2.0,2,1,1,1.0,33.58897675732661,4
23888,M794513392,2312110.0,40.0,37.0,4,1,1,2.0,50.766930271979845,3
23889,M794576766,1116030.0,37.0,36.0,4,1,1,0.0,50.766930271979845,3
23890,M794586431,297260.0,52.0,8.0,3,1,1,0.0,42.17795351465323,4
23891,M794589825,332070.0,35.0,7.0,4,1,1,0.0,50.766930271979845,3
23892,M794595770,4519369.0,1.0,78.0,4,2,1,0.0,59.213159415457994,2
23893,M794606130,2082960.0,29.0,58.0,4,2,1,0.0,59.213159415457994,2
23894,M794649775,2008240.0,16.0,34.0,4,1,1,0.0,50.766930271979845,3
23895,M794696154,640908.0,2.0,28.0,4,1,1,0.0,50.766930271979845,3
23896,M794709259,728300.0,1.0,21.0,4,1,1,2.0,50.766930271979845,3
23897,M794742110,2328854.0,4.0,26.0,4,1,1,1.0,50.766930271979845,3
23898,M794764732,3890720.0,11.0,74.0,4,2,1,0.0,59.213159415457994,2
23899,M794777949,18900.0,123.0,1.0,2,1,1,0.0,33.58897675732661,4
23900,M794806234,1629850.0,1.0,59.0,4,2,1,1.0,59.213159415457994,2
23901,M794813721,5728484.0,1.0,214.0,4,3,1,0.0,67.65938855893616,1
23902,M794901046,2122076.0,1.0,85.0,4,2,1,0.0,59.213159415457994,2
23903,M794926574,739860.0,8.0,60.0,4,2,1,3.0,59.213159415457994,2
23904,M794933383,15960.0,235.0,2.0,1,1,1,2.0,25.0,4
23905,M794940786,14579680.0,1.0,23.0,4,1,2,2.0,58.731724371175076,2
23906,M794999211,1009079.0,55.0,20.0,3,1,1,2.0,42.17795351465323,4
23908,M795101836,6398114.0,1.0,195.0,4,3,1,1.0,67.65938855893616,1
23909,M795104270,636250.0,16.0,29.0,4,1,1,1.0,50.766930271979845,3
23910,M795174245,2735520.0,5.0,56.0,4,2,1,0.0,59.213159415457994,2
23911,M795225413,4100182.0,3.0,77.0,4,2,1,0.0,59.213159415457994,2
23914,M795306882,378550.0,15.0,11.0,4,1,1,1.0,50.766930271979845,3
23915,M795312660,143420.0,211.0,2.0,2,1,1,2.0,33.58897675732661,4
23916,M795349912,1511280.0,7.0,57.0,4,2,1,0.0,59.213159415457994,2
23917,M795359248,1551160.0,15.0,40.0,4,1,1,0.0,50.766930271979845,3
23918,M795460867,1054930.0,2.0,66.0,4,2,1,0.0,59.213159415457994,2
23919,M795511342,408770.0,103.0,4.0,3,1,1,1.0,42.17795351465323,4
23920,M795528458,1011290.0,22.0,33.0,4,1,1,0.0,50.766930271979845,3
23921,M795612405,2999362.0,1.0,110.0,4,2,1,0.0,59.213159415457994,2
23922,M795623267,12683817.0,2.0,201.0,4,3,1,0.0,67.65938855893616,1
23924,M795653145,2038520.0,49.0,40.0,3,1,1,0.0,42.17795351465323,4
23925,M795664641,135300.0,148.0,3.0,2,1,1,0.0,33.58897675732661,4
23926,M795731983,498400.0,26.0,44.0,4,1,1,0.0,50.766930271979845,3
23927,M795759079,1807222.0,4.0,61.0,4,2,1,0.0,59.213159415457994,2
23928,M795776353,32400.0,32.0,3.0,4,1,1,3.0,50.766930271979845,3
23929,M795801858,1323410.0,25.0,26.0,4,1,1,0.0,50.766930271979845,3
23930,M795813404,137400.0,128.0,4.0,2,1,1,0.0,33.58897675732661,4
23931,M795814877,3204649.0,5.0,128.0,4,2,1,1.0,59.213159415457994,2
23932,M795905452,11387400.0,2.0,18.0,4,1,1,0.0,50.766930271979845,3
23934,M795930370,458800.0,2.0,11.0,4,1,1,0.0,50.766930271979845,3
23935,M795944210,903100.0,20.0,20.0,4,1,1,0.0,50.766930271979845,3
23936,M795946141,2960790.0,18.0,62.0,4,2,1,1.0,59.213159415457994,2
23938,M795976221,944520.0,29.0,16.0,4,1,1,1.0,50.766930271979845,3
23939,M795978933,2094430.0,16.0,27.0,4,1,1,0.0,50.766930271979845,3
23940,M795981455,2369970.0,4.0,97.0,4,2,1,0.0,59.213159415457994,2
23941,M796071622,4248620.0,1.0,86.0,4,2,1,0.0,59.213159415457994,2
23942,M796087234,248900.0,7.0,7.0,4,1,1,0.0,50.766930271979845,3
23943,M796134079,409000.0,272.0,2.0,1,1,1,0.0,25.0,4
23944,M796142629,3590000.0,327.0,3.0,1,1,1,0.0,25.0,4
23945,M796197512,2038370.0,14.0,31.0,4,1,1,0.0,50.766930271979845,3
23947,M796207292,1190456.0,1.0,47.0,4,1,1,0.0,50.766930271979845,3
23949,M796223558,4922390.0,21.0,29.0,4,1,1,0.0,50.766930271979845,3
23950,M796279213,1355264.0,7.0,39.0,4,1,1,1.0,50.766930271979845,3
23951,M796340573,422590.0,20.0,14.0,4,1,1,0.0,50.766930271979845,3
23952,M796358488,3074860.0,2.0,298.0,4,3,1,0.0,67.65938855893616,1
23953,M796373701,474480.0,157.0,5.0,2,1,1,0.0,33.58897675732661,4
23954,M796408765,2938929.0,4.0,92.0,4,2,1,0.0,59.213159415457994,2
23955,M796446747,551637.0,63.0,13.0,3,1,1,1.0,42.17795351465323,4
23956,M796463666,2755800.0,235.0,98.0,1,2,1,0.0,33.44622914347815,4
23957,M796471097,1423832.0,36.0,32.0,4,1,1,1.0,50.766930271979845,3
23958,M796490059,7242500.0,53.0,37.0,3,1,1,1.0,42.17795351465323,4
23959,M796538381,4209291.0,22.0,95.0,4,2,1,0.0,59.213159415457994,2
23960,M796611680,785898.0,9.0,19.0,4,1,1,0.0,50.766930271979845,3
23961,M796635534,5626820.0,8.0,52.0,4,2,1,0.0,59.213159415457994,2
23962,M796647114,428100.0,234.0,6.0,1,1,1,0.0,25.0,4
23963,M796662368,98200.0,89.0,2.0,3,1,1,0.0,42.17795351465323,4
23964,M796668831,366300.0,119.0,1.0,3,1,1,3.0,42.17795351465323,4
23965,M796673769,1600840.0,4.0,58.0,4,2,1,3.0,59.213159415457994,2
23966,M796711934,1474430.0,5.0,60.0,4,2,1,0.0,59.213159415457994,2
23967,M796754697,23000.0,242.0,1.0,1,1,1,1.0,25.0,4
23968,M796758069,115880.0,56.0,8.0,3,1,1,0.0,42.17795351465323,4
23969,M796814804,1642716.0,5.0,65.0,4,2,1,0.0,59.213159415457994,2
23970,M796822280,4625290.0,1.0,67.0,4,2,1,0.0,59.213159415457994,2
23971,M796847475,984800.0,20.0,31.0,4,1,1,0.0,50.766930271979845,3
23972,M796871020,550150.0,10.0,7.0,4,1,1,0.0,50.766930271979845,3
23973,M796898352,1928540.0,11.0,35.0,4,1,1,3.0,50.766930271979845,3
23974,M796948739,1358680.0,5.0,59.0,4,2,1,1.0,59.213159415457994,2
23975,M796965108,455317.0,72.0,70.0,3,2,1,0.0,50.62418265813138,3
23976,M796997267,427520.0,10.0,4.0,4,1,1,0.0,50.766930271979845,3
23977,M797047245,1497950.0,44.0,26.0,3,1,1,3.0,42.17795351465323,4
23978,M797069161,109000.0,203.0,1.0,2,1,1,0.0,33.58897675732661,4
23979,M797104634,203100.0,265.0,8.0,1,1,1,0.0,25.0,4
23980,M797159863,3093269.0,18.0,24.0,4,1,1,0.0,50.766930271979845,3
23981,M797225099,320800.0,56.0,2.0,3,1,1,0.0,42.17795351465323,4
23982,M797234541,3251607.0,2.0,56.0,4,2,1,0.0,59.213159415457994,2
23983,M797523282,3334100.0,84.0,22.0,3,1,1,0.0,42.17795351465323,4
23984,M797580395,1361116.0,27.0,28.0,4,1,1,2.0,50.766930271979845,3
23985,M797594100,2376280.0,115.0,17.0,3,1,1,0.0,42.17795351465323,4
23986,M797623724,1938956.0,7.0,66.0,4,2,1,0.0,59.213159415457994,2
23987,M797720098,2113450.0,1.0,115.0,4,2,1,0.0,59.213159415457994,2
23988,M797740161,2459390.0,14.0,33.0,4,1,1,1.0,50.766930271979845,3
23989,M797755370,1239020.0,29.0,33.0,4,1,1,3.0,50.766930271979845,3
23990,M797778183,2772053.0,3.0,39.0,4,1,1,3.0,50.766930271979845,3
23991,M797815208,2362207.0,3.0,85.0,4,2,1,0.0,59.213159415457994,2
23992,M797873523,6954544.0,14.0,53.0,4,2,1,0.0,59.213159415457994,2
23993,M797923679,1173600.0,72.0,15.0,3,1,1,0.0,42.17795351465323,4
23994,M797980927,2524350.0,1.0,58.0,4,2,1,2.0,59.213159415457994,2
23995,M797995234,1211270.0,45.0,22.0,3,1,1,1.0,42.17795351465323,4
23997,M798064183,4862720.0,28.0,33.0,4,1,1,0.0,50.766930271979845,3
23998,M798115443,1119100.0,53.0,26.0,3,1,1,1.0,42.17795351465323,4
23999,M798142842,754910.0,17.0,9.0,4,1,1,0.0,50.766930271979845,3
24001,M798185243,448400.0,198.0,8.0,2,1,1,2.0,33.58897675732661,4
24003,M798318070,4132309.0,3.0,81.0,4,2,1,1.0,59.213159415457994,2
24004,M798337976,13814660.0,7.0,84.0,4,2,1,0.0,59.213159415457994,2
24005,M798339027,13811468.0,13.0,53.0,4,2,1,0.0,59.213159415457994,2
24006,M798364117,331200.0,10.0,39.0,4,1,1,0.0,50.766930271979845,3
24008,M798489815,2679155.0,1.0,141.0,4,3,1,1.0,67.65938855893616,1
24009,M798528130,1368206.0,2.0,77.0,4,2,1,1.0,59.213159415457994,2
24010,M798635926,10220.0,324.0,1.0,1,1,1,0.0,25.0,4
24011,M798644648,2627276.0,9.0,29.0,4,1,1,0.0,50.766930271979845,3
24012,M798656765,137380.0,7.0,18.0,4,1,1,1.0,50.766930271979845,3
24013,M798698013,12418346.0,14.0,95.0,4,2,1,0.0,59.213159415457994,2
24014,M798706025,28249750.0,13.0,95.0,4,2,2,0.0,67.17795351465323,1
24015,M798725066,593070.0,1.0,13.0,4,1,1,0.0,50.766930271979845,3
24016,M798728460,21037500.0,13.0,47.0,4,1,2,0.0,58.731724371175076,2
24017,M798729440,8956002.0,8.0,147.0,4,3,1,0.0,67.65938855893616,1
24018,M798755272,2510000.0,45.0,3.0,3,1,1,2.0,42.17795351465323,4
24019,M798815033,2028840.0,2.0,56.0,4,2,1,0.0,59.213159415457994,2
24020,M798842820,1752350.0,31.0,19.0,4,1,1,0.0,50.766930271979845,3
24021,M798843210,3225620.0,1.0,120.0,4,2,1,0.0,59.213159415457994,2
24023,M798898378,106390.0,79.0,7.0,3,1,1,0.0,42.17795351465323,4
24024,M798901808,4023610.0,7.0,49.0,4,1,1,0.0,50.766930271979845,3
24025,M798931954,560400.0,5.0,13.0,4,1,1,0.0,50.766930271979845,3
24026,M798994192,1209320.0,28.0,21.0,4,1,1,0.0,50.766930271979845,3
24027,M798999029,358650.0,247.0,9.0,1,1,1,0.0,25.0,4
24028,M799015616,5151990.0,32.0,30.0,4,1,1,1.0,50.766930271979845,3
24029,M799105011,5242204.0,1.0,98.0,4,2,1,0.0,59.213159415457994,2
24030,M799203744,788778.0,44.0,42.0,3,1,1,0.0,42.17795351465323,4
24031,M799214542,648425.0,82.0,17.0,3,1,1,1.0,42.17795351465323,4
24032,M799225603,5034269.0,33.0,17.0,4,1,1,0.0,50.766930271979845,3
24033,M799324449,515000.0,197.0,3.0,2,1,1,3.0,33.58897675732661,4
24034,M799390244,4449394.0,8.0,64.0,4,2,1,1.0,59.213159415457994,2
24036,M799742255,602460.0,11.0,47.0,4,1,1,0.0,50.766930271979845,3
24037,M799752088,98000.0,16.0,2.0,4,1,1,1.0,50.766930271979845,3
24038,M799755328,10824150.0,8.0,22.0,4,1,1,1.0,50.766930271979845,3
24039,M799767456,6103600.0,22.0,77.0,4,2,1,0.0,59.213159415457994,2
24040,M799793795,1590400.0,4.0,90.0,4,2,1,0.0,59.213159415457994,2
24041,M799802451,3019421.0,1.0,65.0,4,2,1,0.0,59.213159415457994,2
24042,M799816344,4380820.0,124.0,71.0,2,2,1,2.0,42.03520590080477,4
24043,M799845416,3847920.0,2.0,30.0,4,1,1,0.0,50.766930271979845,3
24045,M799887015,1563461.0,1.0,91.0,4,2,1,0.0,59.213159415457994,2
24046,M799903602,1172300.0,27.0,9.0,4,1,1,0.0,50.766930271979845,3
24047,M799931470,1129396.0,60.0,43.0,3,1,1,0.0,42.17795351465323,4
24048,M799956105,979640.0,13.0,47.0,4,1,1,0.0,50.766930271979845,3
24050,M799979683,8274362.0,4.0,83.0,4,2,1,0.0,59.213159415457994,2
24051,M799997787,1191640.0,40.0,14.0,4,1,1,1.0,50.766930271979845,3
24052,M800002033,174400.0,151.0,1.0,2,1,1,0.0,33.58897675732661,4
24053,M800016326,504660.0,46.0,35.0,3,1,1,0.0,42.17795351465323,4
24054,M800028521,23083060.0,105.0,7.0,3,1,2,0.0,50.14274761384847,3
24055,M800080576,667426.0,12.0,34.0,4,1,1,0.0,50.766930271979845,3
24056,M800095752,2442656.0,257.0,50.0,1,1,1,0.0,25.0,4
24057,M800116259,309420.0,154.0,8.0,2,1,1,2.0,33.58897675732661,4
24059,M800188682,174150.0,4.0,28.0,4,1,1,0.0,50.766930271979845,3
24060,M800204470,1200968.0,4.0,16.0,4,1,1,1.0,50.766930271979845,3
24061,M800283003,7592611.0,1.0,213.0,4,3,1,0.0,67.65938855893616,1
24062,M800314342,936830.0,1.0,29.0,4,1,1,0.0,50.766930271979845,3
24064,M800474610,3088458.0,11.0,58.0,4,2,1,0.0,59.213159415457994,2
24066,M800539237,5923510.0,4.0,127.0,4,2,1,1.0,59.213159415457994,2
24068,M800637812,3871173.0,3.0,115.0,4,2,1,0.0,59.213159415457994,2
24069,M800656860,15000.0,55.0,1.0,3,1,1,0.0,42.17795351465323,4
24070,M800721078,291880.0,9.0,65.0,4,2,1,0.0,59.213159415457994,2
24071,M800730883,5420996.0,1.0,74.0,4,2,1,0.0,59.213159415457994,2
24073,M800746429,267532.0,19.0,4.0,4,1,1,2.0,50.766930271979845,3
